filename,field,severity,message,current_value
D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,author,warning,Author not extracted,
D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,publisher,info,Publisher not extracted,
manas1_i.pdf,publisher,info,Publisher not extracted,
श्रीरामचरितमानस-Ramcharitmanas 2.pdf,author,warning,Author not extracted,
श्रीरामचरितमानस-Ramcharitmanas 2.pdf,publisher,info,Publisher not extracted,
D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,author,warning,Author not extracted,
D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,publisher,info,Publisher not extracted,
ravan-samhita-1.pdf,author,warning,Author not extracted,
ravan-samhita-1.pdf,publisher,info,Publisher not extracted,
ravan-samhita-2.pdf,author,warning,Author not extracted,
ravan-samhita-2.pdf,publisher,info,Publisher not extracted,
ravan-samhita-3.pdf,author,warning,Author not extracted,
ravan-samhita-3.pdf,publisher,info,Publisher not extracted,
ravan-samhita-4.pdf,author,warning,Author not extracted,
ravan-samhita-4.pdf,publisher,info,Publisher not extracted,
ravan-samhita-5.pdf,author,warning,Author not extracted,
ravan-samhita-5.pdf,publisher,info,Publisher not extracted,
D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,author,warning,Author not extracted,
D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,publisher,info,Publisher not extracted,
गीता साधक संजीवनी.pdf,publisher,info,Publisher not extracted,
Importance_Of_Riaz_In_Indian_Classical_Music.pdf,author,warning,Author not extracted,
Importance_Of_Riaz_In_Indian_Classical_Music.pdf,publisher,info,Publisher not extracted,
Notations_1.pdf,publisher,info,Publisher not extracted,
2015.405980.Science-In.pdf,author,warning,Author not extracted,
2015.405980.Science-In.pdf,publisher,info,Publisher not extracted,
D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,author,warning,Author not extracted,
D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,publisher,info,Publisher not extracted,
science-in-vedas.pdf,author,warning,Author not extracted,
science-in-vedas.pdf,publisher,info,Publisher not extracted,
shabar-mantra-sadhna-evam-siddhi-in-hindi-pdf.pdf,author,warning,Author not extracted,
shabar-mantra-sadhna-evam-siddhi-in-hindi-pdf.pdf,publisher,info,Publisher not extracted,
SHAKTA PRAMOD TANTRA.pdf,author,warning,Author not extracted,
SHAKTA PRAMOD TANTRA.pdf,publisher,info,Publisher not extracted,
D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,author,warning,Author not extracted,
D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,publisher,info,Publisher not extracted,
Shata-Chakra-Nirupana-of-Shree-Purnananda-Yati-Goswami-Prahlad-Giri-pdf.pdf,author,warning,Author not extracted,
Shata-Chakra-Nirupana-of-Shree-Purnananda-Yati-Goswami-Prahlad-Giri-pdf.pdf,publisher,info,Publisher not extracted,
D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,author,warning,Author not extracted,
D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,publisher,info,Publisher not extracted,
SHIVA GITA (1).pdf,author,warning,Author not extracted,
SHIVA GITA (1).pdf,publisher,info,Publisher not extracted,
Shiva Svarodaya with Bhasha Tika by Pt. Mihira Chandra - Khemaraja_text 2.pdf,publisher,info,Publisher not extracted,
yShiva Svarodaya Text With English Translation - Ram Kumar Rai.pdf,author,warning,Author not extracted,
yShiva Svarodaya Text With English Translation - Ram Kumar Rai.pdf,publisher,info,Publisher not extracted,
ShivaSutras.pdf,author,warning,Author not extracted,
ShivaSutras.pdf,publisher,info,Publisher not extracted,
Shiva Sutra Spanda Karika (Samvat 2031 Edition) - Daita Swami.pdf,author,warning,Author not extracted,
Shiva Sutra Spanda Karika (Samvat 2031 Edition) - Daita Swami.pdf,publisher,info,Publisher not extracted,
D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,author,warning,Author not extracted,
D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,publisher,info,Publisher not extracted,
Shri-Yogavasishtha-1.pdf,publisher,info,Publisher not extracted,
Shri-Yogavasishtha-2.pdf,publisher,info,Publisher not extracted,
Shri-Yogavasishtha-3.pdf,publisher,info,Publisher not extracted,
Shri-Yogavasishtha-4.pdf,publisher,info,Publisher not extracted,
Shrimad bhagwat geeta.pdf,author,warning,Author not extracted,
Shrimad bhagwat geeta.pdf,publisher,info,Publisher not extracted,
srimadbhagvadgita-tattva-vivechani-457-gita-press-azimvth-ashram.pdf,publisher,info,Publisher not extracted,
D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,author,warning,Author not extracted,
D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,publisher,info,Publisher not extracted,
Sunderkand_Path.pdf,author,warning,Author not extracted,
Sunderkand_Path.pdf,publisher,info,Publisher not extracted,
सुंदरकांड.pdf,publisher,info,Publisher not extracted,
D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,author,warning,Author not extracted,
D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,publisher,info,Publisher not extracted,
सूर्य-सूक्त-1.pdf,publisher,info,Publisher not extracted,
D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,author,warning,Author not extracted,
D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,publisher,info,Publisher not extracted,
Sushruta-Samhita.pdf,publisher,info,Publisher not extracted,
2015.540437.Sushrut-Sanhita.pdf,author,warning,Author not extracted,
2015.540437.Sushrut-Sanhita.pdf,publisher,info,Publisher not extracted,
D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,author,warning,Author not extracted,
D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,publisher,info,Publisher not extracted,
D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,author,warning,Author not extracted,
D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,publisher,info,Publisher not extracted,
Jyotish Mein Svara Vigyan Ka Mahatva - Kedar Nath Joshi.pdf,author,warning,Author not extracted,
Jyotish Mein Svara Vigyan Ka Mahatva - Kedar Nath Joshi.pdf,publisher,info,Publisher not extracted,
Swar vigyan.pdf,publisher,info,Publisher not extracted,
2015.539126.Indrajal.pdf,author,warning,Author not extracted,
2015.539126.Indrajal.pdf,publisher,info,Publisher not extracted,
2015.541564.Uddish-tantram.pdf,author,warning,Author not extracted,
2015.541564.Uddish-tantram.pdf,publisher,info,Publisher not extracted,
235056697-Rudrayamala-tantram-रुद-रयामल-तन-त-रम (1).pdf,author,warning,Author not extracted,
235056697-Rudrayamala-tantram-रुद-रयामल-तन-त-रम (1).pdf,publisher,info,Publisher not extracted,
D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,author,warning,Author not extracted,
D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,publisher,info,Publisher not extracted,
GarbhaUpanishad.pdf,publisher,info,Publisher not extracted,
Guru Sadhana (1).pdf,author,warning,Author not extracted,
Guru Sadhana (1).pdf,publisher,info,Publisher not extracted,
Mantra Rahasya.pdf,author,warning,Author not extracted,
Mantra Rahasya.pdf,publisher,info,Publisher not extracted,
Siddha Rare Sadhanas (2).pdf,author,warning,Author not extracted,
Siddha Rare Sadhanas (2).pdf,publisher,info,Publisher not extracted,
Sri Vidya Nityarchan Saparrya Paddhati - Pt. Hari Om Shukla.pdf,author,warning,Author not extracted,
Sri Vidya Nityarchan Saparrya Paddhati - Pt. Hari Om Shukla.pdf,publisher,info,Publisher not extracted,
Swarn Tantram.pdf,author,warning,Author not extracted,
Swarn Tantram.pdf,publisher,info,Publisher not extracted,
Urvashi Sadhana.pdf,publisher,info,Publisher not extracted,
dlscrib.com-pdf-kriyodish-tantra-rare-book-dl_db8277b362f0ed55d2d0058c81c3e763.pdf,title,warning,Title is empty or same as filename,
dlscrib.com-pdf-kriyodish-tantra-rare-book-dl_db8277b362f0ed55d2d0058c81c3e763.pdf,publisher,info,Publisher not extracted,
vishwa-ki-alokik-sadhnaye_compress.pdf,author,warning,Author not extracted,
vishwa-ki-alokik-sadhnaye_compress.pdf,publisher,info,Publisher not extracted,
लक्ष्मी_प्राप्ति_के_दुर्लभ_प्रयोग.pdf,author,warning,Author not extracted,
लक्ष्मी_प्राप्ति_के_दुर्लभ_प्रयोग.pdf,publisher,info,Publisher not extracted,
हिमालय के योगियों की गुप्त सिद्धियां .pdf,author,warning,Author not extracted,
हिमालय के योगियों की गुप्त सिद्धियां .pdf,publisher,info,Publisher not extracted,
the-secret-of-the-veda-sri-aurobindo.pdf,publisher,info,Publisher not extracted,
108 Upanishad Part-1.PDF,author,warning,Author not extracted,
108 Upanishad Part-1.PDF,publisher,info,Publisher not extracted,
108 Upanishad Part-2.PDF,author,warning,Author not extracted,
108 Upanishad Part-2.PDF,publisher,info,Publisher not extracted,
108 Upanishad Part-3.pdf,author,warning,Author not extracted,
108 Upanishad Part-3.pdf,publisher,info,Publisher not extracted,
108-upanishads-with-upanishad-brahmam-commentary.pdf,author,warning,Author not extracted,
108-upanishads-with-upanishad-brahmam-commentary.pdf,publisher,info,Publisher not extracted,
D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,author,warning,Author not extracted,
D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,publisher,info,Publisher not extracted,
Katha Upanishad  - Gita Press Gorakhpur.pdf,author,warning,Author not extracted,
Katha Upanishad  - Gita Press Gorakhpur.pdf,publisher,info,Publisher not extracted,
Katha Upanishad Gita Press Gorakhpur.pdf,publisher,info,Publisher not extracted,
Kena Upanishad - Gita Press Gorakhpur.pdf,author,warning,Author not extracted,
Kena Upanishad - Gita Press Gorakhpur.pdf,publisher,info,Publisher not extracted,
Kena Upanishad Gita Press Gorakhpur.pdf,publisher,info,Publisher not extracted,
Mandukya Upanishad - Gita Press Gorakhpur.pdf,author,warning,Author not extracted,
Mandukya Upanishad - Gita Press Gorakhpur.pdf,publisher,info,Publisher not extracted,
instaPDF.in-mandukya-upanishad-718.pdf,author,warning,Author not extracted,
instaPDF.in-mandukya-upanishad-718.pdf,publisher,info,Publisher not extracted,
वट-सावित्री-व्रत-कथा-vat-savitri-vrat-katha-436 2.pdf,publisher,info,Publisher not extracted,
D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,author,warning,Author not extracted,
D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,publisher,info,Publisher not extracted,
Four-Vedas-English-Translation.pdf,publisher,info,Publisher not extracted,
rigveda_english.pdf,publisher,info,Publisher not extracted,
the-4-vedas.pdf,publisher,info,Publisher not extracted,
D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,author,warning,Author not extracted,
D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,publisher,info,Publisher not extracted,
rigveda-gujarati-mandal1.pdf,publisher,info,Publisher not extracted,
samved-gujarati.pdf,publisher,info,Publisher not extracted,
yajurved-gujarati.pdf,publisher,info,Publisher not extracted,
D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,author,warning,Author not extracted,
D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,publisher,info,Publisher not extracted,
अथर्ववेद.pdf,publisher,info,Publisher not extracted,
ऋग्वेद.pdf,publisher,info,Publisher not extracted,
यजुर्वेद.pdf,publisher,info,Publisher not extracted,
सामवेद.pdf,publisher,info,Publisher not extracted,
Atharva Veda Telugu.pdf,publisher,info,Publisher not extracted,
D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,author,warning,Author not extracted,
D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,publisher,info,Publisher not extracted,
Rig Veda Telugu.pdf,publisher,info,Publisher not extracted,
yajur-vedam-telugu.pdf,author,warning,Author not extracted,
yajur-vedam-telugu.pdf,publisher,info,Publisher not extracted,
वैदिक गणित सूत्र.pdf,author,warning,Author not extracted,
वैदिक गणित सूत्र.pdf,publisher,info,Publisher not extracted,
Raja Ram Mohan Roy - Vedic Physics_ Scientific Origin of Hinduism.pdf,publisher,info,Publisher not extracted,
D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,author,warning,Author not extracted,
D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,publisher,info,Publisher not extracted,
science-in-vedas.pdf,author,warning,Author not extracted,
science-in-vedas.pdf,publisher,info,Publisher not extracted,
D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,author,warning,Author not extracted,
D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,publisher,info,Publisher not extracted,
"The Vimanika Shastra by Maharshi Bharadwaaja,Propounded by Venerable SUBBARAYA SHASTRY (z-lib.org).pdf",title,warning,Title is empty or same as filename,
"The Vimanika Shastra by Maharshi Bharadwaaja,Propounded by Venerable SUBBARAYA SHASTRY (z-lib.org).pdf",author,warning,Author not extracted,
"The Vimanika Shastra by Maharshi Bharadwaaja,Propounded by Venerable SUBBARAYA SHASTRY (z-lib.org).pdf",publisher,info,Publisher not extracted,
Types-of-ancient-vimanas7.png,author,warning,Author not extracted,
Types-of-ancient-vimanas7.png,publisher,info,Publisher not extracted,
Vimana.jpg,author,warning,Author not extracted,
Vimana.jpg,publisher,info,Publisher not extracted,
image-of-vimana.jpg,author,warning,Author not extracted,
image-of-vimana.jpg,publisher,info,Publisher not extracted,
indian_pushpaka_vimana.jpg,author,warning,Author not extracted,
indian_pushpaka_vimana.jpg,publisher,info,Publisher not extracted,
research-case-study-on-the-technology-of-rukma-vimana-IJERTV2IS100753.pdf,publisher,info,Publisher not extracted,
the_vimanika_shastra.pdf,title,warning,Title is empty or same as filename,
the_vimanika_shastra.pdf,author,warning,Author not extracted,
the_vimanika_shastra.pdf,publisher,info,Publisher not extracted,
vimana101.jpg,author,warning,Author not extracted,
vimana101.jpg,publisher,info,Publisher not extracted,
vimanika shaster.pdf,publisher,info,Publisher not extracted,
vimanikaShastraEnglish.pdf,title,warning,Title is empty or same as filename,
vimanikaShastraEnglish.pdf,author,warning,Author not extracted,
vimanikaShastraEnglish.pdf,publisher,info,Publisher not extracted,
D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,author,warning,Author not extracted,
D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,publisher,info,Publisher not extracted,
Vidur-Niti_sanskrit.pdf,publisher,info,Publisher not extracted,
D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,author,warning,Author not extracted,
D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,publisher,info,Publisher not extracted,
"VIGYAN BHAIRAV (RUDRYAMAL TANTRA KA GOOD REHASYA) Bhairav Bhairvi Samwad (Hindi Edition) (DASHORA, NANDLAL) (Z-Library).pdf",publisher,info,Publisher not extracted,
Vigyan bhairav (bapulal).pdf,author,warning,Author not extracted,
Vigyan bhairav (bapulal).pdf,publisher,info,Publisher not extracted,
"Vigyan Bhairav Tantra, Vol 1 (1).pdf",author,warning,Author not extracted,
"Vigyan Bhairav Tantra, Vol 1 (1).pdf",publisher,info,Publisher not extracted,
"Vigyan Bhairav Tantra, Vol 2 (1).pdf",author,warning,Author not extracted,
"Vigyan Bhairav Tantra, Vol 2 (1).pdf",publisher,info,Publisher not extracted,
Sri_Vishnu_Sahasranama_Stotram.pdf,author,warning,Author not extracted,
Sri_Vishnu_Sahasranama_Stotram.pdf,publisher,info,Publisher not extracted,
Ayurvedic Upay.pdf,publisher,info,Publisher not extracted,
D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,author,warning,Author not extracted,
D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,publisher,info,Publisher not extracted,
Patanjali Yoga Sutra by Swami Vivekananda.pdf,publisher,info,Publisher not extracted,
Yoga.pdf,publisher,info,Publisher not extracted,
तुलसी के चमत्कारी गुण.pdf,author,warning,Author not extracted,
तुलसी के चमत्कारी गुण.pdf,publisher,info,Publisher not extracted,
योग आसन ( चित्र ).pdf,publisher,info,Publisher not extracted,
हमारी_हिन्दू_संस्कृति_पूर्णतः_विज्ञान.pdf,author,warning,Author not extracted,
हमारी_हिन्दू_संस्कृति_पूर्णतः_विज्ञान.pdf,publisher,info,Publisher not extracted,
हिन्दू_मान्यताओं_का_वैज्ञानिक_आधार.pdf,publisher,info,Publisher not extracted,
You Can Pay Any Amount.jpeg,author,warning,Author not extracted,
You Can Pay Any Amount.jpeg,publisher,info,Publisher not extracted,
D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,author,warning,Author not extracted,
D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,publisher,info,Publisher not extracted,
Sri_Shankaracharya-AtmaBodha (and Other Stotras) - Swami Nikhilananda (1947) [Sanskrit-English].pdf,publisher,info,Publisher not extracted,
2015.341974.99999990234752.pdf,author,warning,Author not extracted,
2015.341974.99999990234752.pdf,publisher,info,Publisher not extracted,
2015.342017.99999990234792.pdf,author,warning,Author not extracted,
2015.342017.99999990234792.pdf,publisher,info,Publisher not extracted,
2015.342293.Sachitra-Jyotish.pdf,author,warning,Author not extracted,
2015.342293.Sachitra-Jyotish.pdf,publisher,info,Publisher not extracted,
2015.342310.Sugam-Jyotish.pdf,author,warning,Author not extracted,
2015.342310.Sugam-Jyotish.pdf,publisher,info,Publisher not extracted,
2015.378893.Bhartiya-Jyotish.pdf,author,warning,Author not extracted,
2015.378893.Bhartiya-Jyotish.pdf,publisher,info,Publisher not extracted,
2015.464310.Dynamic-Astrology.pdf,author,warning,Author not extracted,
2015.464310.Dynamic-Astrology.pdf,publisher,info,Publisher not extracted,
2015.538690.Ratna-Parichay.pdf,author,warning,Author not extracted,
2015.538690.Ratna-Parichay.pdf,publisher,info,Publisher not extracted,
2015.545358.Ank-Vidya.pdf,author,warning,Author not extracted,
2015.545358.Ank-Vidya.pdf,publisher,info,Publisher not extracted,
2015.553830.Bhrigu-Sanhita.pdf,author,warning,Author not extracted,
2015.553830.Bhrigu-Sanhita.pdf,publisher,info,Publisher not extracted,
D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,author,warning,Author not extracted,
D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,publisher,info,Publisher not extracted,
vastu shastra hindi.pdf,author,warning,Author not extracted,
vastu shastra hindi.pdf,publisher,info,Publisher not extracted,
1. Ancient Remedies for a Modern You An Introduction to Ayurveda Author Premal Patel.pdf,author,warning,Author not extracted,
1. Ancient Remedies for a Modern You An Introduction to Ayurveda Author Premal Patel.pdf,publisher,info,Publisher not extracted,
"10. Ayurvedas Perspective on Healing Mental Illness Author AdPurkh Kaur Khalsa, Emily K Smith.pdf",author,warning,Author not extracted,
"10. Ayurvedas Perspective on Healing Mental Illness Author AdPurkh Kaur Khalsa, Emily K Smith.pdf",publisher,info,Publisher not extracted,
11. Concept of Psychology &amp; the Mind in Ayurved Author Maheshkumar Nilkanth Chaudhari.pdf,publisher,info,Publisher not extracted,
12. Concept of Personality Type in West and in Ayurveda (Article) Author Rudrani Mukherjee.pdf,publisher,info,Publisher not extracted,
13. Holistic Nutrition For Children and Elderly In View Of Ayurveda Author Dr Rakesh Kumar Jain.pdf,publisher,info,Publisher not extracted,
"14. A Study of Ayurvedic Style of Cooking and It’s Influence in Day to Day Life (Article) Author Dr Kiran Shende,Mr Rahul Bhalekar.pdf",author,warning,Author not extracted,
"14. A Study of Ayurvedic Style of Cooking and It’s Influence in Day to Day Life (Article) Author Dr Kiran Shende,Mr Rahul Bhalekar.pdf",publisher,info,Publisher not extracted,
15. Ideal Daily Routine According to Maharishi Ayurveda (Article) Author Center for Optimal Health.pdf,publisher,info,Publisher not extracted,
16. Introduction to Ayurveda (Presentation) Author Ajita Patel.pdf,publisher,info,Publisher not extracted,
17. Introduction to system of medicine Author  Department of Collegiate Education Government of Karnataka India.pdf,publisher,info,Publisher not extracted,
18. Theory of Ayurveda (Presentation) Author Dr Chakra Pany Sharma.pdf,publisher,info,Publisher not extracted,
2. History of Ayurveda a Heritage of Healing Author Poliklinika Harni.pdf,title,warning,Title is empty or same as filename,
2. History of Ayurveda a Heritage of Healing Author Poliklinika Harni.pdf,publisher,info,Publisher not extracted,
"3. My Health My Responsibility Ayu Samvad Ayurveda for Covid 19 Author Shri Shripad Yasso Naik,Padmashree Vaidya Rajesh Kotecha,Shri Pramod Kumar Pathak.pdf",publisher,info,Publisher not extracted,
4. An Ayurvedic Approach to Losing Weigh Author Banyan Botanicals.pdf,author,warning,Author not extracted,
4. An Ayurvedic Approach to Losing Weigh Author Banyan Botanicals.pdf,publisher,info,Publisher not extracted,
5. Ayurveda Kapha Daily Routine Author Yoga Veda Institute Educational Programs.pdf,author,warning,Author not extracted,
5. Ayurveda Kapha Daily Routine Author Yoga Veda Institute Educational Programs.pdf,publisher,info,Publisher not extracted,
6. Accounts of Pathogenic Organisms in the Early Texts of Ayurveda Author P Ram Manohar.pdf,author,warning,Author not extracted,
6. Accounts of Pathogenic Organisms in the Early Texts of Ayurveda Author P Ram Manohar.pdf,publisher,info,Publisher not extracted,
7. Ontology of Personhood in Ayurveda from the Perspective of Patients and Physicians in Palampur Himachal Pradesh An Independent Stud Author Denise DeFelice.pdf,author,warning,Author not extracted,
7. Ontology of Personhood in Ayurveda from the Perspective of Patients and Physicians in Palampur Himachal Pradesh An Independent Stud Author Denise DeFelice.pdf,publisher,info,Publisher not extracted,
"8. Ancient Wisdom and Future Medicine A Defense of the Science of Ayurveda  Author Michael Eatmon,Dr Thomas Moore,Dr Jayashree Shivamoggi.pdf",publisher,info,Publisher not extracted,
9. Concepts of Human Physiology in Ayurveda Author Kishor Patwardhan.pdf,publisher,info,Publisher not extracted,
D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,author,warning,Author not extracted,
D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,publisher,info,Publisher not extracted,
D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,author,warning,Author not extracted,
D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,publisher,info,Publisher not extracted,
Strength+of+Brahmacharya.pdf,author,warning,Author not extracted,
Strength+of+Brahmacharya.pdf,publisher,info,Publisher not extracted,
Swami-Vivekananda-on-Brahmacharya.pdf,publisher,info,Publisher not extracted,
- Rigveda Samhitaa -_1.pdf,publisher,info,Publisher not extracted,
D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,author,warning,Author not extracted,
D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,publisher,info,Publisher not extracted,
Valmiki Ramayanam Baalakanda- N Ranganatha sharma.pdf,author,warning,Author not extracted,
Valmiki Ramayanam Baalakanda- N Ranganatha sharma.pdf,publisher,info,Publisher not extracted,
ಬೃಹಜ್ಜಾತಕ ಕನ್ನಡ.pdf,author,warning,Author not extracted,
ಬೃಹಜ್ಜಾತಕ ಕನ್ನಡ.pdf,publisher,info,Publisher not extracted,
ಭಗವಂತನ ಕೃಪೆ_.pdf,publisher,info,Publisher not extracted,
ಭೀಷ್ಮ ಪಿತಾಮಹರ ಕಥೆ_.pdf,publisher,info,Publisher not extracted,
ಮಹಾಭಾರತದ ಆದರ್ಶ_.pdf,publisher,info,Publisher not extracted,
ವಾಸ್ತವಿಕ ಸುಖ ಆನಂದ_.pdf,publisher,info,Publisher not extracted,
ವಿಷ್ಣು ಸಹಸ್ರ ನಾಮ_.pdf,publisher,info,Publisher not extracted,
ಶಿಕ್ಷಪ್ರದ_.pdf,publisher,info,Publisher not extracted,
ಸಂಪೂರ್ಣ ಋಗ್ವೇದ ಕನ್ನಡ .pdf,author,warning,Author not extracted,
ಸಂಪೂರ್ಣ ಋಗ್ವೇದ ಕನ್ನಡ .pdf,publisher,info,Publisher not extracted,
ಸಮಯದ ಸದುಪಯೋಗ ಹೇಗೆ_.pdf,publisher,info,Publisher not extracted,
D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,author,warning,Author not extracted,
D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,publisher,info,Publisher not extracted,
Narad and Shandilya bhakti sutra.pdf,publisher,info,Publisher not extracted,
D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,author,warning,Author not extracted,
D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,publisher,info,Publisher not extracted,
Narada_Bhakti_Sutra.pdf,author,warning,Author not extracted,
Narada_Bhakti_Sutra.pdf,publisher,info,Publisher not extracted,
संस्कृतम् - पाठ 1 संस्कृत वर्णमाला Learn Sanskrit_ Alphabet.mp4,author,warning,Author not extracted,
संस्कृतम् - पाठ 1 संस्कृत वर्णमाला Learn Sanskrit_ Alphabet.mp4,publisher,info,Publisher not extracted,
"संस्कृतम् - पाठ 11, सर्वनाम, लट् लकार. Learn Sanskrit_ Pronouns &amp; the Present Te.mp4",author,warning,Author not extracted,
"संस्कृतम् - पाठ 11, सर्वनाम, लट् लकार. Learn Sanskrit_ Pronouns &amp; the Present Te.mp4",publisher,info,Publisher not extracted,
"संस्कृतम् – पाठ 10, उत्तम पुरुष Learn Sanskrit_ First Person.mp4",author,warning,Author not extracted,
"संस्कृतम् – पाठ 10, उत्तम पुरुष Learn Sanskrit_ First Person.mp4",publisher,info,Publisher not extracted,
"संस्कृतम् – पाठ 12, अश्वः Learn Sanskrit_ Masculine Nouns.mp4",author,warning,Author not extracted,
"संस्कृतम् – पाठ 12, अश्वः Learn Sanskrit_ Masculine Nouns.mp4",publisher,info,Publisher not extracted,
"संस्कृतम् – पाठ 13, नपुंसकलिंग Learn Sanskrit_ Neuter Gender.mp4",author,warning,Author not extracted,
"संस्कृतम् – पाठ 13, नपुंसकलिंग Learn Sanskrit_ Neuter Gender.mp4",publisher,info,Publisher not extracted,
"संस्कृतम् – पाठ 14, अकारांत नपुंसकलिंग Learn Sanskrit_ Neuter Nouns in -A.mp4",author,warning,Author not extracted,
"संस्कृतम् – पाठ 14, अकारांत नपुंसकलिंग Learn Sanskrit_ Neuter Nouns in -A.mp4",publisher,info,Publisher not extracted,
"संस्कृतम् – पाठ 15, लृट् लकार Learn Sanskrit_ Future Tense.mp4",author,warning,Author not extracted,
"संस्कृतम् – पाठ 15, लृट् लकार Learn Sanskrit_ Future Tense.mp4",publisher,info,Publisher not extracted,
"संस्कृतम् – पाठ 16, लङ् लकार Learn Sanskrit_ Past Tense.mp4",author,warning,Author not extracted,
"संस्कृतम् – पाठ 16, लङ् लकार Learn Sanskrit_ Past Tense.mp4",publisher,info,Publisher not extracted,
"संस्कृतम् – पाठ 17, विधिलिङ् लकार Learn Sanskrit_ Should.mp4",author,warning,Author not extracted,
"संस्कृतम् – पाठ 17, विधिलिङ् लकार Learn Sanskrit_ Should.mp4",publisher,info,Publisher not extracted,
"संस्कृतम् – पाठ 18, लोट् लकार Learn Sanskrit_ Orders, Requests.mp4",author,warning,Author not extracted,
"संस्कृतम् – पाठ 18, लोट् लकार Learn Sanskrit_ Orders, Requests.mp4",publisher,info,Publisher not extracted,
"संस्कृतम् – पाठ 19, आकारांत स्त्रीलिंग Learn Sanskrit_ Akarant Feminine.mp4",author,warning,Author not extracted,
"संस्कृतम् – पाठ 19, आकारांत स्त्रीलिंग Learn Sanskrit_ Akarant Feminine.mp4",publisher,info,Publisher not extracted,
"संस्कृतम् – पाठ 2, मात्राएँ _ Learn Sanskrit_ Vowel Marks.mp4",author,warning,Author not extracted,
"संस्कृतम् – पाठ 2, मात्राएँ _ Learn Sanskrit_ Vowel Marks.mp4",publisher,info,Publisher not extracted,
