gdrive_id,filename,gdrive_path,file_type,language,last_modified
1p4rEBbaMBmzO5acWY2s7iUrk-zEw-GbP,महाभारत_में_वर्णित_ये_35_नगर_आज.pdf,Famous stories,pdf,Devanagari,7/26/21
1otk1nqA6acYWbEMtEHpiRRy2rIaKgHZK,रामायण For Students.pdf,Famous stories,pdf,Devanagari,7/26/21
1ovVkYPiiQN96O0VXpekxi-Y_CEVF5zkr,रामायण_काल_के_अस्तित्व_के_सबूत.pdf,Famous stories,pdf,Devanagari,7/26/21
1os9uoB7bcw6-EFZZWs15rWsB1x1cnMvR,रामायण_की_प्रत्येक_घटना_बिलकुल_सच.pdf,Famous stories,pdf,Devanagari,7/26/21
1oj5TqFUCUWUiAAuQFI4wdPPXpJrsbxJm,विक्रम और बेताल.pdf,Famous stories,pdf,Devanagari,7/26/21
1oa7R2xSHGJVEouHH3TPyUE1_al-fbw5r,श्री कृष्ण लीला दर्शन.pdf,Famous stories,pdf,Devanagari,7/26/21
1ogynoYJbvMP8Nis1N5IylV2_BAORRM09,श्री_विष्णु_सहस्र_नाम_स्तोत्रम्.pdf,Famous stories,pdf,Devanagari,7/26/21
1oLpXNTN8fxYC4Kn-fMTkcSFzcXj9GfMr,समुद्र_मंथन_से_निकले_थे_ये_14_रत्न.pdf,Famous stories,pdf,Devanagari,7/26/21
1o56Kh1bpM5e6osR3dAfxcrDNU5c7BF5s,सम्पूर्ण चाणक्य नीति.pdf,Famous stories,pdf,Devanagari,7/26/21
1oAml3J_RATwrz53ytnr7bQ9gmVAXli93,स्वामी_विवेकानंद_मन_की_शक्तियां.pdf,Famous stories,pdf,Devanagari,7/26/21
1GNvVqEEZZrus7Le81sEysJi5mcZSzUdS,006_Arun_Sanhita_Lal_Kitab_Hare_Krishna_Trashta.pdf,GRANTHS(Hindi&amp;English),pdf,English (assumed),6/6/23
1ZzIUrrxrzVYn4wsdHVLb0dek8KgWeGN2,ArthurAvalonKularnavaTantraEng.pdf,GRANTHS(Hindi&amp;English),pdf,English (assumed),7/22/21
1VHc-uW_kdsKfIJICkOgsuo6oY_ncDY_u,Ashtadhyayi_Padanukram_Kosh_016112_std.pdf,GRANTHS(Hindi&amp;English),pdf,English (assumed),6/6/23
1aNiKlcmMqIzckcJ1xxNhdQUGFHKerAcf,BhaiBaleWaliJanamSakhi.pdf,GRANTHS(Hindi&amp;English),pdf,English (assumed),7/22/21
1aQ073uftzEPdhWfQAYHYauop8tZVrYtH,BhaiBaleWaliJanamSakhiPunjabi.pdf,GRANTHS(Hindi&amp;English),pdf,Other Indic,7/22/21
1a9xfqCKE8tuqPPnAxpDWIansTHUPyFq8,CHAKRAS-ENERGY-VORTEXES-BOOK-1.pdf,GRANTHS(Hindi&amp;English),pdf,English (assumed),7/22/21
1_gZPBBM61oMXlFkcxJDCXqkpaDZlTxMg,Caitanya-caritamrita_Adi_Lila (1).pdf,GRANTHS(Hindi&amp;English),pdf,English (assumed),7/22/21
1_jBOcMDe7YS6VWsS4iMtCoU6SwnOINfK,Caitanya-caritamrita_Antya_Lila.pdf,GRANTHS(Hindi&amp;English),pdf,English (assumed),7/22/21
1a0dAsvFZSdFjirwmHjIv6DdZ9oAYN0Bs,Caitanya-caritamrita_Madhya_Lila.pdf,GRANTHS(Hindi&amp;English),pdf,English (assumed),7/22/21
1a9lD68sqY69TGNvGWjYe0H7Gtf9A116a,Chakraca.pdf,GRANTHS(Hindi&amp;English),pdf,English (assumed),7/22/21
1aPycmH-exL4qw1rKXF4zthcn49BD24_P,"Concepts of Space, Time, and Consciousness in Ancient India.pdf",GRANTHS(Hindi&amp;English),pdf,English (assumed),7/22/21
1xefAgLsQAErcwVCDS5PCQdc5KSo_4C41,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,GRANTHS(Hindi&amp;English),image,English (assumed),11/17/22
1aQk3fM-_6ltmlQNq5AlwWAQVH5kz468D,Divya_prerna_prakash.pdf,GRANTHS(Hindi&amp;English),pdf,English (assumed),7/22/21
1arlRDFK6X6icFvQSN_l_hb9ChiaMqW4N,"GEET SANSKRIT,GUJ Hindi &amp; ENG.pdf",GRANTHS(Hindi&amp;English),pdf,Hindi/Sanskrit,7/22/21
1bORuFzIP4WAfU61nxb0Su8JA0k-tg-3R,"GOPI GEET SANSKRIT,GUJ Hindi &amp; ENG.pdf",GRANTHS(Hindi&amp;English),pdf,Hindi/Sanskrit,7/22/21
1b62icWyhB8VWDQiM-fMduy6z11PCWX77,Gayatri Worship.pdf,GRANTHS(Hindi&amp;English),pdf,English (assumed),7/22/21
1nv6oyD-8BOzIktVfuDJy3Jq3a_u0b8xG,Gheranda Samhita.pdf,GRANTHS(Hindi&amp;English),pdf,English (assumed),6/6/23
1b6QWTXyEUwQe-NvLn6wBJnllz5d1l516,Gheranda Samhita_sanskrit_Eng.pdf,GRANTHS(Hindi&amp;English),pdf,Hindi/Sanskrit,7/22/21
1etwkIMvSx_rxyuZU_-acX_ao_uTqEyK6,Gita-Sadhale.pdf,GRANTHS(Hindi&amp;English),pdf,English (assumed),7/22/21
1CFH0OpJ5QXC5vSqUuTFqbkH5cGSSht8G,Harivamsha-Purana-Gitapress.pdf,GRANTHS(Hindi&amp;English),pdf,Hindi/Sanskrit,6/6/23
1dDffwoxKjMcpaWzUMHlF9DFyyZQ-28DK,Hindi Book-Devi Bhagvat Puran.pdf,GRANTHS(Hindi&amp;English),pdf,Hindi/Sanskrit,7/22/21
1rjl6udPDDMYAYVYdxzqS3WUX83kCu-1v,HindiBook-shiva-samhita.pdf,GRANTHS(Hindi&amp;English),pdf,Hindi/Sanskrit,6/6/23
1bxFtA9DzO1p15JaCbAA2vKQT3fJ5MDhX,Introduction-to-Vedanta-by-Swami-Dayananda.pdf,GRANTHS(Hindi&amp;English),pdf,Hindi/Sanskrit,7/22/21
1ydidRHi5x6txwZLtsBBVhdHMy_Dc3RdL,Karmvipak samhita.pdf,GRANTHS(Hindi&amp;English),pdf,English (assumed),6/6/23
1br1zhQIurF9U_KVtPm5icbGsR1f9S2hj,Kundalini-the-evolutionary-energy-in-man-by-Gopi-Krishna.pdf,GRANTHS(Hindi&amp;English),pdf,English (assumed),7/22/21
1br4G6b5ikYRkF7IauRnl9SkcRIg7o2Bj,Laghu-yoga-vasishta-English.pdf,GRANTHS(Hindi&amp;English),pdf,English,7/22/21
1buoc8DH-8Yn-zemP6uWdKJZlUoYCv9LF,Manglacharana.pdf,GRANTHS(Hindi&amp;English),pdf,English (assumed),7/22/21
1bvkO4sjUIzvATgEvm6rD_XS2rCbe9n3_,Mantreswara_s__Phaladeeplka.pdf,GRANTHS(Hindi&amp;English),pdf,English (assumed),7/22/21
1by03K7ibL8-51G659BB-EsTrgbU8kVyg,Narad_Bhakti_Shandilya_1p65.pdf,GRANTHS(Hindi&amp;English),pdf,English (assumed),7/22/21
1c46pw2ewiQl-Jiwz8PW_4jImu38GzJgs,Nataraaja Ashtotharam01.pdf,GRANTHS(Hindi&amp;English),pdf,English (assumed),7/22/21
1c81MilDgcQJjPC2j-9nW71OKz_U1l5ni,Nitnem in Devanagari_hindi_english.pdf,GRANTHS(Hindi&amp;English),pdf,English,7/22/21
1c8lGPrgLimvasCHBxvMJckZVNEQumJp4,Om_chant_Effect_on_Nervous_system.pdf,GRANTHS(Hindi&amp;English),pdf,English (assumed),7/22/21
1cX-ptmBSuHrVGcefu7JZDRwDtSSHbB5z,Power of Mantra.pdf,GRANTHS(Hindi&amp;English),pdf,English (assumed),7/22/21
1cZ4rrC_RwbeTEW2PXiyyeBNB1NBtnHHu,Prasad.pdf,GRANTHS(Hindi&amp;English),pdf,English (assumed),7/22/21
1cyqKkD3sfypkv2jK9OqiLAvN_qGMbRCG,Raghav anulom vilom.pdf,GRANTHS(Hindi&amp;English),pdf,English (assumed),7/22/21
1cmfL5JcK0lPv_iPH8_mZdQE8XUpKdOMG,Raghav-yadviyam.pdf,GRANTHS(Hindi&amp;English),pdf,English (assumed),7/22/21
1dahAgGJ8S3AFStQdfMVftjOCkz-7OaCJ,RekhaganitaVOL_II_DLI.pdf,GRANTHS(Hindi&amp;English),pdf,English (assumed),7/22/21
1dBs-qbiksg1IBJ05WABSFpGR_zrY1V3G,RylbMXI2Ts6mwdUmAVTV_सिकंदर.pdf,GRANTHS(Hindi&amp;English),pdf,Devanagari,7/22/21
1dIYdHlCNa3t_oP6oq1bX3dGH9C42P2K-,Sandhyaa Rahasya  Pt chamupati.pdf,GRANTHS(Hindi&amp;English),pdf,English (assumed),7/22/21
1dOfOyawiHjGwqdSY8dBt3Xp-3LWWdSo5,Satyarthaprakasa.pdf,GRANTHS(Hindi&amp;English),pdf,English (assumed),7/22/21
1dSe_P5ds2z-skqb2MmPu7SHlervwCedR,Science_and_Astronomy_IJTK 13(4) 716-724.pdf,GRANTHS(Hindi&amp;English),pdf,English (assumed),7/22/21
1e17HUWS4-g3WqG6qlN9VQhj4VCdeucnj,ShivaSahinta_WithHindiTika.pdf,GRANTHS(Hindi&amp;English),pdf,Hindi/Sanskrit,7/22/21
1dpmNAP1aD_4PZ3vJNC2eGWQkXZv4yx8k,Shiva_Sahinta_WithHindiTika.pdf,GRANTHS(Hindi&amp;English),pdf,Hindi/Sanskrit,7/22/21
1drZq_4npgB_OPACpOPhLL8iFkvBFTiGC,Solar_Eclipse_Om.pdf,GRANTHS(Hindi&amp;English),pdf,English (assumed),7/22/21
1dymduvhDaTyd1xraeOFl1O4b8-rGac8S,Spectral_Analysis_Om.pdf,GRANTHS(Hindi&amp;English),pdf,English (assumed),7/22/21
1dzIE2r-Y3Uat9KThnv3S8rPqsWumOB1J,Sri Vishnu sahasranaam satrotam.pdf,GRANTHS(Hindi&amp;English),pdf,English (assumed),7/22/21
1e-ga5e3dPR7aQNArPhuFY0fmDdHEyRS-,Sri_Vishnu_sahasranaam_satrotam_sanskrit.pdf,GRANTHS(Hindi&amp;English),pdf,Hindi/Sanskrit,7/22/21
1e2bC4wf0UIjLOaDTP8zYm6W0eSIySyRF,Thompson_Richard_L._(aka_Sadaputa_dasa)_-_Vedic_Cosmography_and_Astronomy.pdf,GRANTHS(Hindi&amp;English),pdf,Hindi/Sanskrit,7/22/21
1e2qd3xPyO4PwKSq-Z2hb8YgHpeHUPMWV,Time_Frequency_Analysis_Om.pdf,GRANTHS(Hindi&amp;English),pdf,English (assumed),7/22/21
1e4EupI8-kAKshlWa9Qbt0NdT_UHaB4La,Tukaramgatha_hindi.pdf,GRANTHS(Hindi&amp;English),pdf,Hindi/Sanskrit,7/22/21
1e8Yn2diT0L9Ist1RvzAS-RBhf98L_YOH,Vastu-for-House-eBook.pdf,GRANTHS(Hindi&amp;English),pdf,English (assumed),7/22/21
1esj-RBGTNj2cXOGlh-VjIAaJo9SH0ePf,Vrddhayavanjataka of Minaraja 1.pdf,GRANTHS(Hindi&amp;English),pdf,English (assumed),7/22/21
1eSYzg8WGWFD8tmpIsuCjvrFnLym6YSql,Vrddhayavanjataka of Minaraja 2 (2).pdf,GRANTHS(Hindi&amp;English),pdf,English (assumed),7/22/21
1eMZjY4uydPcTk0m3QnY4yRJORXZxveHT,Yoga-rasayanam-sanskrit-hindi.pdf,GRANTHS(Hindi&amp;English),pdf,Hindi/Sanskrit,7/22/21
1tb6ow0eXaxTCAog1hC9ghXLFxyypE3iB,Yogi Kathamrita.pdf,GRANTHS(Hindi&amp;English),pdf,English (assumed),6/6/23
1etuc8KOgQz_E18IfKrFcInCUagmqaB75,anandramayan.pdf,GRANTHS(Hindi&amp;English),pdf,English (assumed),7/22/21
1_8ELbtA81YK9ZXISyCUqtjzRi1jHtteK,aryabhata_with_english_commentary.pdf,GRANTHS(Hindi&amp;English),pdf,English,7/22/21
1_8rijJMVPflEB0BJitNfdIV-KM3LUIHr,bhavanbhaskar-vastu-shastra (1).pdf,GRANTHS(Hindi&amp;English),pdf,English (assumed),7/22/21
1_HdKLXkX3jUFu2VauH_kj3loWCmVDoUg,bhavanbhaskar-vastu-shastra.pdf,GRANTHS(Hindi&amp;English),pdf,English (assumed),7/22/21
1bWfFsmtnn1dJbweG7QjxAVUHJkKcg5BN,bhrigu-samhita-hindi1.pdf,GRANTHS(Hindi&amp;English),pdf,Hindi/Sanskrit,7/22/21
1aEd95BFVN5-pRzG91AcjaI8A0Wa7fJdR,bijak_kabir-_saheb.pdf,GRANTHS(Hindi&amp;English),pdf,English (assumed),7/22/21
1_PBPN7mjipwgRsAZcrZ83Ax8UUhJNeZZ,bmcjyY4xSXasjO68ISeW_अथर्ववेद.pdf,GRANTHS(Hindi&amp;English),pdf,Devanagari,7/22/21
1_UgLSNfrYLPSgft2mcqWcbcF1SLcDDyk,bramsutr.pdf,GRANTHS(Hindi&amp;English),pdf,English (assumed),7/22/21
1_UsePvy6JB3jyZcfNYVPl0xPJjiIIxkx,bramsutrSanskrit.pdf,GRANTHS(Hindi&amp;English),pdf,Hindi/Sanskrit,7/22/21
